DESTINATION_LOC_ID,DESTINATION_DW_LOC_ID,ORIGIN_LOC_ID,ORIGIN_DW_LOC_ID,TRNSP_MODE_NM,TRNSP_MVMT_VAL,VHCL_LOAD_VAL,VHCL_UNLD_VAL,TPLN_IND,ORIGIN_CRU_ID,DESTINATION_CRU_ID,SYS_ID,DW_CRTD_DTM,DW_UPDT_DTM
01HWZ0XC6JFW6W8TQ8T6HFM9BD,ce83dfb6-f355-441d-abed-5261b1d2c41b,5c407f18-1cd0-4ad4-97c8-d171457794a5,cb550340-ee34-45de-a334-f145911088d8,ac72c780-7365-46c3-a7d5-49b6e5454117,01HWZ0XC6MCAEH355MAVQSQX39,01HWZ0XC6M3ZEADD4G57HTRFS7,01HWZ0XC6N69F6J0KPJPQF04A7,01HWZ0XC6NMWJME96ACQH4VY71,01HWZ0XC6NK8NEDDSAK5D2CXA0,01HWZ0XC6N03MXHZE8E3W6NVXM,01HWZ0XC6NZ3JND8JMVKVHKJ17,01HWZ0XC6NR9YJTTVB91XJ25GM,01HWZ0XC6NYAPPS4QTWTDS8ND2
01HWZ0XC6N86654DQDJ751Y2H8,7d15d9cd-a3c6-4c3b-964e-f3f1b6b26d26,e26c740b-bcc3-4deb-92b9-35a2bfee2248,6894d633-90cf-4f3c-afd5-b5545e9ed07e,5b5dc249-9614-4648-bce7-b3b2c5c5167f,01HWZ0XC6P45ZPPJ0TMFRQRZCF,01HWZ0XC6P70K8D2GWD050Z7E4,01HWZ0XC6PQ1JVV7D81C4WBJKK,01HWZ0XC6PJK63XCWQMAQB8NW8,01HWZ0XC6PKE0J8SA85MDKE3K0,01HWZ0XC6PSY77VHEX8QM090ZT,01HWZ0XC6PF97D1YB085W1NWAA,01HWZ0XC6QC1A51Z4ZYF38X6E0,01HWZ0XC6QDYAPDFT2ZH98BHVC
01HWZ0XC6QWN0AEP35JTTYXEW0,61db80a7-aa17-4a95-9c0f-15038fe6696d,4bf5fbe1-9214-4ce6-a042-bdb9a2cb77dd,0184b40e-ba01-4810-9d2c-56c7efdb6ccb,fd4c2464-9a19-44b6-b889-3550e7aae26a,01HWZ0XC6Q9DE2VV2GZQY6427F,01HWZ0XC6QYXM07XSD4AAMNM4D,01HWZ0XC6R8E3G5GD7V2YFJFDT,01HWZ0XC6RZDKNZMX8RAPT9KWP,01HWZ0XC6RYB6Q3JRC6GKV005Z,01HWZ0XC6RSGKD5FGWMSTGD1GE,01HWZ0XC6R15QYPB1R0QETNQSA,01HWZ0XC6RGHSJ8YKC5EJS77HX,01HWZ0XC6RW2GTN4Q2TAA31WS4
01HWZ0XC6RBZGR5G05RRJ9GKCM,0483918e-7278-41db-aa08-eadd92a31c58,96efa30c-b35a-4a49-adb1-0a8a96f376d9,4da08f9d-ba6a-46c4-bd22-33314f58cebf,3d6338a0-ded4-4af6-9535-222bcc7fcb0f,01HWZ0XC6S83T0BR61P541NRGX,01HWZ0XC6SKVS7WPTFJBZC7APC,01HWZ0XC6SPNZTDSS4M1CBMBZ3,01HWZ0XC6SQNN9N43YPYSN3X5Z,01HWZ0XC6S7WB0CCEHBC9RJHCX,01HWZ0XC6SBAZVRPXFG4XGTY6G,01HWZ0XC6SH1M0X0HHKAQFP03S,01HWZ0XC6TC3TV1QBQ0KGTFB22,01HWZ0XC6T53DA76N415H1SV27
01HWZ0XC6T0XH37NRAK330Z9XE,4961407b-b654-4286-8032-2702d9345591,4109ac67-9cdf-4642-a122-adff7c3bbc2f,73882305-5b13-48c3-8873-3b92bf8a6957,8d277d31-3cfe-4503-832a-4ef4b175a692,01HWZ0XC6TDJYYX40SH2EPH82Q,01HWZ0XC6TT91B83HANMA3K5YN,01HWZ0XC6VSYFE488KS1XDVZYY,01HWZ0XC6V719A0TE6HM8VKM80,01HWZ0XC6VJY0T0FQR4XC0DNNB,01HWZ0XC6V1HGVJZ1EVVM063WQ,01HWZ0XC6WF9SS66CF6X8CS2XY,01HWZ0XC6WXSM6YP2VABPW57KW,01HWZ0XC6WQ20ZCBN13PRTRBJ1
01HWZ0XC6WZNFBBQD5MVE1YP0K,01b59e08-0efd-49de-91b4-8c10615967a5,38ab1040-d918-4a51-85bf-3e8695945660,f962bae7-3dd8-45b9-beb9-f06345d76682,95608ca8-6034-45c6-8158-947ecd2ce66d,01HWZ0XC6XRHHCH2DJTNKYX31N,01HWZ0XC6XVA82QBS69YTSNCZ5,01HWZ0XC6Y1HSGJR4517QM9TPZ,01HWZ0XC6Y0X67F0SDSSC7HF7R,01HWZ0XC6YBB2CDAQWP84VSATD,01HWZ0XC6ZGPC6C0AV0ZETXZ2M,01HWZ0XC6ZJ1A57R838PH8SX80,01HWZ0XC6ZXEGZ7PMQ49A3CKV1,01HWZ0XC6ZMFHW4FH2KJWP2BRJ
01HWZ0XC709KV8W0BVZBSQK1WD,458cdd3c-d4f1-4791-b65b-a5fccfd2e25c,f0d52ae6-e5c3-47fb-810a-5edc07711970,ffb2cbf3-e3ea-4914-b02f-0968ecbf319b,306ce3e8-0dea-4372-b762-d7e52d84b6b8,01HWZ0XC71T53DVYWA9M0N8MQ8,01HWZ0XC7242VZFGSJ9PCWGEB5,01HWZ0XC720JAN0VTABW14ZKDM,01HWZ0XC72WRH2AGVXV9Y9YT22,01HWZ0XC73N2T3Z3DP4N2GSE9W,01HWZ0XC737655HXFVYJ1EVZ6R,01HWZ0XC73S87ZH7S3KDX752Z7,01HWZ0XC74A3YH5Y45KP4536YW,01HWZ0XC74ZBW03FA7EHYP617X
01HWZ0XC74907WAANRJKHDC6P4,d6491ae8-1383-4adb-b1d4-bd1b380ddc51,78a0c2c7-18db-4c42-9e54-48bc6b36754a,07e630fd-e8ff-4671-943e-854d69d3de8c,a1f462af-d8e2-4584-a912-9ca649f7392d,01HWZ0XC76C7PEM98RM1Q57SJG,01HWZ0XC768G1CE2ZR209DZMJX,01HWZ0XC76F70QX7WYWHQFPJ62,01HWZ0XC76Q8M89FH3A6BFP60H,01HWZ0XC77DFT858MAPF5R4259,01HWZ0XC77GE800CVQYJJE3X64,01HWZ0XC77TFPS0AQHVCKEAZMC,01HWZ0XC78XA5S4XZWA74X5JK9,01HWZ0XC78WXS7BGN70RAV88BK
01HWZ0XC78AJ1SG6JSPPBER9FQ,51cf23c8-a0d8-477e-bcdf-2ec8191a3ea9,457afaf8-c9b9-4f8f-8922-8f96c706cb9d,b8526dc6-f215-47e0-a963-40b3dbcd3b8f,8e664ae7-6cc7-4dec-b9f9-21bc04051a7b,01HWZ0XC7AXDZNRFW4887W2JVX,01HWZ0XC7A8M8NSJ6AANYTBS8Y,01HWZ0XC7A44VARDVPPJVHA4TX,01HWZ0XC7BFM0ZGYQS6KRWZW02,01HWZ0XC7BZHEW5S2V1S923WAA,01HWZ0XC7C0M103BAT1RFHEPMV,01HWZ0XC7C68TE7VX205Y3K29Y,01HWZ0XC7CSD0N1JW7YKAN7FGD,01HWZ0XC7CBDAD7CQ06YV0WMFA
01HWZ0XC7D5T3PD8PPK30N39TR,713a349e-c972-4ce9-b524-f096266a3fd6,0f486049-a882-43b5-8074-e86f201b3bb4,0c457709-9e4e-4aed-9574-8d91813b1a10,eda65113-b338-4ddf-8cc8-764567b12246,01HWZ0XC7D64XZFDVEBRY9EN4H,01HWZ0XC7D1GEST8711FX37KRN,01HWZ0XC7E2J085Y9KNBK7M1H7,01HWZ0XC7ENQYPN4F6TDAD6X3N,01HWZ0XC7EYDGJE2HWCV2KKVQB,01HWZ0XC7EG8J818EMBZTQJM7C,01HWZ0XC7EK6JPAS7ZJ093C8KN,01HWZ0XC7EMZT27FQDAFR8WRSH,01HWZ0XC7EC1N51AZFS9ANHV0Y
01HWZ0XC7EBEJWPYHBA4PEVX4A,717e0fc2-c574-49f6-9fdb-1ea0231751b1,9f4751cb-c690-4e35-a751-404ba3d51297,dcfedf33-3709-408e-a914-3a4af89f42be,c21d093b-f76d-46db-ada9-29d74af152bc,01HWZ0XC7FJYCYER837649JX94,01HWZ0XC7FN42SJPJ8FZB6QGQR,01HWZ0XC7F5R3E16DF4YYAHFYF,01HWZ0XC7FY1V09Y4HRVPV6J7D,01HWZ0XC7F2CRFPK1XAZAP2FG9,01HWZ0XC7FKJPYHVE91MDN88PF,01HWZ0XC7F91H7K43JPVP5Z1RZ,01HWZ0XC7GDP670F6KGZ4V8MTE,01HWZ0XC7G0HWRFY9161RT9Z1Y
01HWZ0XC7GGFTAFSGKZN60V26A,a0db6398-31d6-4a39-8934-1ab073a061df,b3ff2dbe-75f7-488c-8110-90df83606a7c,6bd06753-e372-49af-9148-e4ac276bc141,7ff851f4-6137-4353-837c-2d9430311487,01HWZ0XC7HKTRY6SFM9SEPAQY0,01HWZ0XC7HGSNW0EWTBHWA2F55,01HWZ0XC7HTJEQJMY9Y2EFR155,01HWZ0XC7HEDHG2WKJ7AMK4EVE,01HWZ0XC7H3R4RNPHXJF8DJCPA,01HWZ0XC7JQT8RKPYC4Q9HSBQX,01HWZ0XC7JT2J3EG48AMK6HGX4,01HWZ0XC7JMVSJ3Y2MAH2SSQ3H,01HWZ0XC7JC7AH93CXPC9CMTQJ
01HWZ0XC7JG5MWKNND5P4QV2RP,7121766a-558c-412e-9ba6-5c51ac52bdbf,33cf4f63-66a6-4587-a355-4776955ec7b9,4bf7c8ae-0eef-4d71-a613-37f87ee8d9a3,f6d7b122-0b3f-4f7d-9bad-7690e024cf13,01HWZ0XC7JVFBVTQ3QV174TX8G,01HWZ0XC7KB5S27KZTS0NCS4VX,01HWZ0XC7K30PKESWVASJS4TV9,01HWZ0XC7KQB9WS7FXWFVPN2KR,01HWZ0XC7K9TSP9ND7525KS0RB,01HWZ0XC7K131NBJFX21XN0K80,01HWZ0XC7KZGGZZDK07FTD0NZZ,01HWZ0XC7K1FDWA6BCSR029GVA,01HWZ0XC7K6CTMGP05GTE9DNE1
01HWZ0XC7KATQD4D8EYJD64T39,4f7f8377-8bba-41e9-983d-7d99effb3d4c,6628491f-bfff-4d7e-994d-6f4975e1153a,6db47fe0-c44e-4a25-a1c7-7332a0b9143b,cf490fa1-22d7-449a-8868-ea72fb7b351e,01HWZ0XC7MFY0W8ZJ8D30X4XC8,01HWZ0XC7MFJ0WYSAM8SZNRJT4,01HWZ0XC7MP7WFMFBDT6C9NAJR,01HWZ0XC7M14C3P7M6RXDWEN0M,01HWZ0XC7MR4EYEWSERYVPH20T,01HWZ0XC7NEH1258BCQ6K4R8EN,01HWZ0XC7N5PG8CCE245QJJP2H,01HWZ0XC7NRV7HX85DPQEBC1P7,01HWZ0XC7NV95F4AKRR1HMJ1NM
01HWZ0XC7NH0NHBB8WYVD4K8NF,4cb03058-01f5-4ed5-a2fd-6b00ceaad12e,735d7621-68fc-4d49-8d74-74a01a37e2f5,1b1a0daa-0ca0-4dbf-b71d-eaaf891a8c34,e2995309-835b-4f46-a4bd-bf7d5ea7c059,01HWZ0XC7PV1FNPHGF31ZM2KMX,01HWZ0XC7PY1906RQ0PRN4185S,01HWZ0XC7PG84SC8Y1EMEBGKFN,01HWZ0XC7PCJS5AWEGK066WW0H,01HWZ0XC7P45XXDQA1EB1SE6E4,01HWZ0XC7P6YK1HR45FAVY87NZ,01HWZ0XC7P1YRBDVQH5Z5CHE0A,01HWZ0XC7QKS7R08XSETMJ5HW6,01HWZ0XC7QXQVBN4EHCAGYQ7KD
01HWZ0XC7QA9K0D1K76BCY26C2,3534a31b-96be-4a0b-aeb1-b130351f39a0,436c533f-8508-42e4-b2e8-1b23fa0373ed,3371b314-0aa2-4c01-865b-2320540efe8e,b17db89a-494d-4941-9688-a10ae50eb50f,01HWZ0XC7SWVDHXP1AJ1Q7CACE,01HWZ0XC7SPEHKMZ2PPN5HJ6K9,01HWZ0XC7SYMG0ZYNAP35B6CM3,01HWZ0XC7TD46S2CQJ33SMMZWG,01HWZ0XC7TJ9SSH8M96Y9JVQ13,01HWZ0XC7VVZNV86YVN2QPM9PJ,01HWZ0XC7VPGKEYH7M75XKFR1E,01HWZ0XC7VQY1SXVWE1RK8SR4W,01HWZ0XC7WTJH1XV3597FBV2PD
01HWZ0XC7W957QPP3F2DNVC8YE,f551e5bb-e69e-4fce-9d5d-2ad6bc89ee60,5adeacf5-5924-4430-ab3d-68945e8ab465,5f7ec208-0aec-4776-b58d-0cdaf35d666d,1ddf424c-0cd7-4d8d-b27c-549fd4ef89b6,01HWZ0XC7YXXC2REG788CGPJHX,01HWZ0XC7YC533927JPJ25ZK00,01HWZ0XC7Y2BQR4WCP2TWFBY77,01HWZ0XC7ZC93CS08HGTBEZBH4,01HWZ0XC7Z9QAJK8W2NB7Y9WHF,01HWZ0XC7Z2DHH5SNSVNQYSYWB,01HWZ0XC80Y5H6QZH2SEB22TTS,01HWZ0XC807CTNS0GVSWJPJ450,01HWZ0XC80RP7S0ZQ9WP9TZW66
01HWZ0XC811FEZG5Z5AT2JZ24B,c5eaa1ba-161b-4c22-a5f9-824f3774879d,f072a703-8f5e-4ec0-90de-2339dcfb7afe,af22e497-23e9-44c6-b8ec-d9669d25406e,d2e7c106-4c94-40d4-9948-303ae891e849,01HWZ0XC823R4FMXKWTGXJBCNF,01HWZ0XC82T7CHBTESF2S55305,01HWZ0XC82BR7336T7838319VG,01HWZ0XC83JC37BXPGQCD5N5KR,01HWZ0XC83YG32TWEAWHSAVDXZ,01HWZ0XC83PVE59DBZ6XQBBBAY,01HWZ0XC83TAFCGN1GRAWETHS0,01HWZ0XC83SM96428W6YXP5VJH,01HWZ0XC83Y69183F75473ZYAY
01HWZ0XC83PA70SWY79MT3T9XB,3f6d4ba9-3a88-4260-b165-924e950817fb,546277d9-71ca-4a7c-acbb-8c61570acbe2,955524d0-d18c-4f9b-b569-b53a0d3f370a,bfdb9f1c-222e-425f-a156-5dd8b2be9c37,01HWZ0XC84DH9HG6Y4V70P9HCW,01HWZ0XC84D1N9FKMRXKJE6A0J,01HWZ0XC848S08M6GH64YVYMBX,01HWZ0XC85RY5FDNA8VTQEAWQ4,01HWZ0XC85DNM4AA0HT6YXPVXY,01HWZ0XC85EJBTSSST92X01VK1,01HWZ0XC8549JM3R5NM7PBJTAH,01HWZ0XC85BSYZSBV8PA10ZYXD,01HWZ0XC85CZ5AV1R9894YJYNS
01HWZ0XC859JFVYQ5B7CRTM41J,ac4b9426-6076-4415-93ec-1890ef0f965a,672f02ae-fc72-4b35-af5f-c7124eaab6a4,12552a9f-ac60-440f-b081-2d1bccbff584,e9ef0aa0-5db6-4f70-9b4c-3816af5542d6,01HWZ0XC86N4Z1R24ATPFAVSSB,01HWZ0XC86ZRP4Q9CR6C06K7DN,01HWZ0XC86ACH9RX2J3G4DMXBC,01HWZ0XC866WG3VMWMWQXRXZ8R,01HWZ0XC86AY8KJZ2WS1AX1SBR,01HWZ0XC86HATDRK2PYQ9Y5VDD,01HWZ0XC866MQJSW8RG8T935E9,01HWZ0XC87MBVFYXZE99P2VYED,01HWZ0XC87NTYA5JVKWET4ABC7
01HWZ0XC877YN6DXG30BPQRS7X,6e2398c0-e9cd-4270-ae8e-35091c1b5516,d01e9b65-d3d7-49ee-805d-f8cd05c17413,7cf30331-389c-49d3-b917-3f63eeff13cd,5279858c-d4d8-495a-881c-c68cfb48c132,01HWZ0XC8786QM5K35GKC1SZWX,01HWZ0XC881ACFZCXKHF7MV6NY,01HWZ0XC8858MP7GRQGT8Q3NTY,01HWZ0XC880B9THGCPGMPVGW2E,01HWZ0XC888GWBW5E5NJ6BRVGS,01HWZ0XC887S41KMAP8Y4QQW2W,01HWZ0XC88TX4A1R730DSXCZTW,01HWZ0XC8993W22Z1Y0VPWW4F1,01HWZ0XC89MY27HYPMAGA6FVHN
01HWZ0XC89S5NK8QKV1J0394JW,440e0d2a-168c-47b2-bf43-3f857432a14f,1b3b5991-ac7e-41ce-a4db-68a50c96a33d,82dcebbd-4b0b-4d86-949c-9ed4cde40046,61445851-9930-4f63-bb2b-dc31fb9eb1ab,01HWZ0XC89EVSFXVB22MZPH0JD,01HWZ0XC8A9WJ54DAD1F7RXN71,01HWZ0XC8AXYTSKZ5GBF8TQZFA,01HWZ0XC8A789VS92R0EAJXS1Y,01HWZ0XC8ABF26EK05KPS7HC8C,01HWZ0XC8ADM9ZZPACYZQZKA9Z,01HWZ0XC8AN9CEY3FNMYSGN15G,01HWZ0XC8A48SXXDG3H5JXFA4K,01HWZ0XC8A7Y88C52ASD040NMA
01HWZ0XC8A59SHYN8J693VC21R,8ff3e22e-ebdf-4bcb-848e-8bcec1106632,34130b91-7e63-4c1c-9d0f-2ccb881cf7db,cca1604e-b874-476a-b831-20edbb00ada7,01976633-2aa6-4bcd-800a-46327f998d7f,01HWZ0XC8BZGZ9HVS3PHBPNTB7,01HWZ0XC8BTXNGX66EGDXCAXC8,01HWZ0XC8BE99SEC0G72WJQ7X3,01HWZ0XC8BSAN7SSZ6T2M356H0,01HWZ0XC8BJ3B5NZK4CPMXWEQ9,01HWZ0XC8CDYWQVCHH28TPS6CZ,01HWZ0XC8CWXKMPF5AG42R5MRX,01HWZ0XC8CH3EFDH0Y3KT47NKC,01HWZ0XC8CGWMD0AFC9BNS6T29
01HWZ0XC8CVS7AP364E40P7RF1,f4a2ab50-ae06-45ba-a7b7-4b77ad314a8d,b31cc6e0-c906-4724-9478-f57817dbb977,c8ab5d01-9c2a-45a8-8308-b26086f299d0,8595df6f-e7b8-4499-a700-a04e6709ab5f,01HWZ0XC8DFJT7ZSF3SNRAK61T,01HWZ0XC8DTHAF7W3E9JA5H6MY,01HWZ0XC8D933ARCM7PBX3ZGAN,01HWZ0XC8D1DMHX88HCFR64YHD,01HWZ0XC8DCA5YHDWJ3R3NMG5B,01HWZ0XC8DBSREEM5S0C78BF6Q,01HWZ0XC8D1B76BFTQD3BYB5D0,01HWZ0XC8DJ8SPPX0Y480FJ982,01HWZ0XC8D0HA6785Q133KKNKT
01HWZ0XC8ETJRWXWNAFF3FRRSF,64b8cc8b-db9a-46cf-b93a-567a617825fd,ed31a516-853d-4ab7-b3a5-801e3cacc5e9,703bec9e-9073-49e2-a8c3-9395f284e921,6b2cc91f-24d0-4c2f-836f-ae167409611a,01HWZ0XC8E3F675FA63M7C4FD6,01HWZ0XC8EXCBS5QYJR2C0ZZCW,01HWZ0XC8E3TQ8R0V3J4AK3X11,01HWZ0XC8ETSEW6E69P4RMYBJN,01HWZ0XC8ESZDE50MCSWSAQE7C,01HWZ0XC8E02R57J6K7Z08V0TK,01HWZ0XC8FJW3N0VNMBEAC5N57,01HWZ0XC8FKVFV3HG2PEYWX7S5,01HWZ0XC8FE6VP9562T14K529C
01HWZ0XC8GA5Q1DDQW18MSZZDT,7376cb42-bbf6-4cb0-a606-72cc8621f180,15cba74b-6380-48aa-b7d7-380002244340,2bc9450c-e20f-4f9f-89fa-4145a24f11a9,b27568ef-d4d6-43f4-ac49-6170b7a07c95,01HWZ0XC8HDP5XWN9C0QVF4DMP,01HWZ0XC8HRTMTMAETF609KNPB,01HWZ0XC8HB6J2D6PEGMMFNX8Q,01HWZ0XC8HCBGWAJ9AXQJ40M3G,01HWZ0XC8HDKEGB7EJ5EVM4FTF,01HWZ0XC8JW8MRMEJM5MF1EKX1,01HWZ0XC8JK7T2Y83TAQXB89HJ,01HWZ0XC8JDVEBMR2030WCKAMT,01HWZ0XC8JC65VT1J7Y1FT6QGS
01HWZ0XC8JCKFXHXV1K8HN24T7,b35b1ea5-467b-4c20-8a02-5753757b43c8,63a971f6-07b1-4dd7-9406-67bbf3d4271d,6c2aa095-e40c-49f5-8052-9be52fc30c61,bb9aa5a2-c344-442c-9f73-216fe98f10ab,01HWZ0XC8KQGSCVKY1VFAD9XHP,01HWZ0XC8M45STF23EMGKJ1W0W,01HWZ0XC8M69J63C205GF6GY6F,01HWZ0XC8MX3RNSRJT56N22N5Y,01HWZ0XC8MBMYANVCQQ0BJYZW1,01HWZ0XC8MZ3MFP5SG7A32X7WS,01HWZ0XC8N1A1S12WJXW2QNF4X,01HWZ0XC8NWGK4SEX1T4M87QSQ,01HWZ0XC8NKRSWB80Q0J3AXW9R
01HWZ0XC8NZ38HCKPM6X1KQ3SN,bf94b74c-968f-4737-8304-664ed1062efa,e71ad4ee-a868-432f-9d20-5f4cc2d3a100,47544580-a04c-4085-8702-75f54bb90e3a,89ced83d-9feb-4eeb-ba3e-218da3a8ba39,01HWZ0XC8PZSZ6R1SCW04WX9A9,01HWZ0XC8P8B1TP4NZTTDKH8ZA,01HWZ0XC8PE60WAB3T75P1SDV1,01HWZ0XC8PCAZKHCTYMDAWEE0W,01HWZ0XC8QSSE16BRCNS3ZWYVE,01HWZ0XC8QGHA3HRR3XNRKYWNM,01HWZ0XC8QH9M8F1YK0CY72RC9,01HWZ0XC8QQ975WSJ3J7GJE4WJ,01HWZ0XC8RM6373VKJAB66JRFY
01HWZ0XC8R3MJWZJ1P370PGQNB,d07de572-20f3-4d01-b4aa-8dbfa749a1f3,bb2db602-325b-4fe2-9ae4-189b46683e39,bfe01cef-d094-4421-97e7-26b6ae143adc,3d0738b4-7e28-4b40-ba0c-bffa606956d1,01HWZ0XC8SR07W6RWZ2HA8VE3P,01HWZ0XC8SWQH9BHFE1YFYHGP9,01HWZ0XC8SC9SMAX6QDQQ3JZAX,01HWZ0XC8SSSY7PQED947E8K04,01HWZ0XC8SVP94Z5M58D0V8947,01HWZ0XC8SY2R7WG6KNKTN4XQX,01HWZ0XC8TNE2TF0TE04F6WG5M,01HWZ0XC8T2QEF055ZRMX6AEZ3,01HWZ0XC8T0R370ZWVJN6GSEHQ
01HWZ0XC8TB7HKXMYW79XKPBBF,f7233b73-76af-45db-ac6b-d7bc133218e0,1a75157d-d374-475f-a8eb-0e58c401a0ac,62d0a603-fae6-4cb6-989d-5c4761734b51,2ed0d366-453d-4295-982b-273d75cceecb,01HWZ0XC8VJQB8NMK0A2X8M8XN,01HWZ0XC8WETS45KSD8JS1DE3A,01HWZ0XC8WRVHT9K614EASX4ZK,01HWZ0XC8WB3VJX0H0X6VWMJDR,01HWZ0XC8WP24JKR0ZBGVFGGEB,01HWZ0XC8W8SCHKPQZTD2DBN3X,01HWZ0XC8WDKJ0HA90072CYNRW,01HWZ0XC8WJMXN2B5F7XVTV5B3,01HWZ0XC8XA5M3H7SNDFEEY4HE
01HWZ0XC8XTJ6AF9TDYK1KQKV9,44729804-097c-4b6e-a851-eae163b8d902,76a38a95-ec19-4189-a489-d03dff84a9fc,3e451fe4-48ae-48b8-b4b4-f6186154022d,3181da35-de1e-4276-bc41-076557486ca7,01HWZ0XC8XJ468T5ZZRMRKRZ72,01HWZ0XC8XY7TBNTW0089HYW5P,01HWZ0XC8Y2Q1DFVR1S9YZJ7Y8,01HWZ0XC8Y1A2AMX0JZ6JA8S6J,01HWZ0XC8YZT32FYTX3JEP860B,01HWZ0XC8YNECGVQX3RBZ6H98K,01HWZ0XC8YH1VF2HKDFKBXKVK3,01HWZ0XC8Z594VT7K8QDQT2DC8,01HWZ0XC91JG5S22B2786ER6S8
01HWZ0XC92VA9K80NN8046HDGG,c2869f29-3c5f-47a4-ad8c-c3381373b109,38b2a01c-e9e5-46c1-a756-c7618e85d5a5,6146649c-f90d-4f5d-923a-0d916ab99a0b,59c57917-613f-4036-a205-6788628d333f,01HWZ0XC92QNXGVE9ETG9EJX23,01HWZ0XC931VG0ZKRETC9HSE71,01HWZ0XC93ZFG7MJX5K9ZZ7KW3,01HWZ0XC93SN07VMRQ39BR3HPX,01HWZ0XC93MY06GEPEXKCYDQG0,01HWZ0XC93DB8XVC850N8G5ECX,01HWZ0XC93RWYES2C8FGARN5SB,01HWZ0XC93V95M49JPQ5541K9Q,01HWZ0XC94593304NP5XP34WEJ
01HWZ0XC9427VNJ289N8RWAVWE,aa97ef3a-334b-421e-8249-e4b915f8e5bc,84f2fca3-8596-4eae-a3db-fdfed4087cf9,9781ebd6-4865-4ea4-8f9d-736c79ffec13,3a007d45-a5b4-4fb6-915c-1e41765c69aa,01HWZ0XC95T9517YG89ZE7ND9K,01HWZ0XC96ZRM85KF1AKN4KH6T,01HWZ0XC96WTTKEM8SMXR6AR90,01HWZ0XC96AAQYK6ZNSRD296JF,01HWZ0XC97EVTYRC2NGYVYCGBE,01HWZ0XC97XFKMCP4FDRAABYTF,01HWZ0XC978NB481J7F3YA5EK3,01HWZ0XC97XVXFAAQ32CDX40CR,01HWZ0XC978J208ZXC6Z1Q2Q4V
01HWZ0XC98K3CA06ZHRSHZS4TG,64f0d3e7-80db-4bba-b71d-53ae4047d432,c0031a4d-945a-4b77-b1e6-b0fce23c89ae,edfcc3e3-1074-4011-bfc6-acf18e852649,e8f45ed6-831d-484c-9175-d8f042c4169a,01HWZ0XC98S4VDSCB4G83BM5GC,01HWZ0XC99NNNFTW0FRFC91MP6,01HWZ0XC993SCDYA8TEVVADZYC,01HWZ0XC99R7EXMMB9ENE08CBH,01HWZ0XC995H8QQ6Y3MR86KWQB,01HWZ0XC9921G2ERTF3C1Y8CD5,01HWZ0XC99YDKEHWG32Z5XY0X6,01HWZ0XC9ABSP11VHD9AN6MYP4,01HWZ0XC9A01GKF080TTD308VC
01HWZ0XC9AZ98QP2D0HMFBNS4C,b4128712-e889-44c1-a351-8e74f6ce3f6a,3ce250bc-683e-424b-9e10-4913aea6d391,66bcd172-518c-4dfb-aa19-b1098c531fa7,45b53ee9-9777-4ad7-b3e3-ad02f05d7a00,01HWZ0XC9BZGDDD9REEN753T1M,01HWZ0XC9BNCM80GHK5VQGWNNP,01HWZ0XC9BV8H4JS1FWCWS1Z66,01HWZ0XC9BN63RPXYAJM1C5AEE,01HWZ0XC9CKN1DS7E0DQSAC6NW,01HWZ0XC9C0GEEJVHBEC3RVTYQ,01HWZ0XC9CCXVYGZXD6MWRBRTR,01HWZ0XC9CW7FSRVSYJ2BENR2R,01HWZ0XC9CC2612NG1M83KQKTR
01HWZ0XC9D925MJDC3FKFHRYZR,4452e698-2ad2-4739-b361-06423ee914b8,b9c7bff6-1e45-441a-884a-d558a9e6f053,5f8a5c9d-dac6-44e6-86bd-e48aaa46c951,aaa613bb-49cd-4b39-bfbc-368b0d40c5c6,01HWZ0XC9EXPPCN067SNE5F518,01HWZ0XC9EW8AVGZK3FRFBRKE8,01HWZ0XC9FBAFW5B6R52RFPY7Q,01HWZ0XC9F8WBHEYZPQFNERXP0,01HWZ0XC9FKQ40DZ2N8FHTDQ2G,01HWZ0XC9GQ7F4N1DVF4PPKQ54,01HWZ0XC9GEKBKVG81GK7ETHGS,01HWZ0XC9G8PT8BXC8R9KT3WFK,01HWZ0XC9H76ZSJ56TCCG8SQ1F
01HWZ0XC9HYKJVDYH25A9VVRYN,143daa0c-bd55-4569-8851-de18a3679487,c3131b35-0381-4874-9119-e7b4cdf6c5e2,01beda00-1492-476e-9393-5119f8b9e0aa,3f8596cf-ab0f-4a19-8be5-2cbe16a9915c,01HWZ0XC9MF5B6P0GWQBBQRBJF,01HWZ0XC9MQEBYT78WJV91W1G4,01HWZ0XC9MWQ6NSNJA5RB6VYHE,01HWZ0XC9MNB7TTN3VPRQBDRAE,01HWZ0XC9N8H0XS89JK2C689SC,01HWZ0XC9N3NKCH2RAK01H41V5,01HWZ0XC9NXH0D8SQ8BWCBRRDX,01HWZ0XC9NJA7HP1KWJ65KFS0J,01HWZ0XC9NB65HW9Z59ERTDNEG
